Link,ID
https://store.steampowered.com/app/505460/,505460
https://store.steampowered.com/app/1020790/,1020790
https://store.steampowered.com/app/601840/,601840
https://store.steampowered.com/app/1971650/,1971650
https://store.steampowered.com/app/1331550/,1331550
https://store.steampowered.com/app/895620/,895620
https://store.steampowered.com/app/568220/,568220
https://store.steampowered.com/app/1119730/,1119730
https://store.steampowered.com/app/1520470/,1520470
https://store.steampowered.com/app/1369630/,1369630
https://store.steampowered.com/app/1496590/,1496590
